charge_point_id,Latitude,Longitude,Network
1405,53.972538,-1.151259,Delta
1406,53.972538,-1.151259,Alpha
1407,53.972923,-1.15101,Delta
1408,53.972916000000005,-1.150468,Alpha
1409,52.965164,-1.166067,Beta
1410,52.965164,-1.166067,Beta
1411,52.965340000000005,-1.165935,Beta
1412,52.375766999999996,-1.7982060000000002,Alpha
1413,52.375702000000004,-1.79834,Gamma
1414,53.973305,-1.1501629999999998,Alpha
1415,52.375599,-1.79792,Alpha
1416,53.972038,-1.149184,Gamma
1417,53.972072999999995,-1.149183,Gamma
1418,53.972106999999994,-1.1491790000000002,Gamma
1419,53.972137,-1.149168,Alpha
1420,52.967422,-1.164001,Delta
1421,52.967422,-1.164001,Delta
1422,52.967372999999995,-1.163944,Beta
1423,52.967372999999995,-1.163944,Delta
1424,53.973048999999996,-1.14924,Alpha
1425,53.972038,-1.148692,Delta
1426,53.972072999999995,-1.1486889999999998,Delta
1427,53.972103000000004,-1.1486889999999998,Beta
1428,53.972134,-1.148686,Gamma
1429,52.373699,-1.7987,Beta
1430,52.373699,-1.7987,Gamma
1431,52.94701800000001,-1.1707239999999999,Beta
1432,53.971954000000004,-1.142931,Beta
1433,52.89703000000001,-1.19377,Delta
1434,52.897045,-1.193722,Gamma
1435,52.897057,-1.193684,Alpha
1436,52.897079000000005,-1.193633,Gamma
1437,52.897102000000004,-1.1935870000000002,Delta
1438,52.897121,-1.193561,Alpha
1439,52.89555,-1.192943,Alpha
1440,52.89555,-1.192943,Beta
1441,52.895568999999995,-1.1929040000000002,Delta
1442,52.895584,-1.192868,Gamma
1443,52.895599,-1.1928370000000001,Gamma
1444,52.895610999999995,-1.192801,Gamma
1445,52.895599,-1.1928,Beta
1446,52.895638,-1.1927510000000001,Gamma
1447,52.981609,-1.1474600000000001,Delta
1448,52.318207,-1.94205,Beta
1449,52.94471,-1.1645219999999998,Alpha
1450,52.959438,-1.15596,Delta
1451,53.927361,-1.1185379999999998,Alpha
1452,52.979652,-1.1460569999999999,Gamma
1453,52.97971,-1.146016,Beta
1454,52.97971,-1.146016,Gamma
1455,52.979797,-1.145948,Alpha
1456,52.979828000000005,-1.145926,Gamma
1457,52.979828000000005,-1.145926,Alpha
1458,53.927547,-1.118227,Gamma
1459,52.982178000000005,-1.144579,Gamma
1460,52.982155000000006,-1.144518,Beta
1461,52.98214,-1.144449,Beta
1462,52.982117,-1.144395,Delta
1463,52.982117,-1.144395,Alpha
1464,53.929089000000005,-1.117818,Gamma
1465,52.963081,-1.1525299999999998,Gamma
1466,53.929131000000005,-1.117597,Beta
1467,53.928268,-1.116322,Beta
1468,53.928245999999994,-1.116295,Gamma
1469,53.952003000000005,-1.125614,Alpha
1470,53.952,-1.125584,Alpha
1471,52.955551,-1.15473,Gamma
1472,52.955662,-1.1545,Gamma
1473,53.931438,-1.1169200000000001,Beta
1474,54.476715000000006,-1.546877,Beta
1475,52.95528,-1.1545100000000001,Gamma
1476,54.476749,-1.5467799999999998,Alpha
1477,52.955502,-1.1542,Gamma
1478,52.955254000000004,-1.1537819999999999,Alpha
1479,53.931438,-1.11592,Delta
1480,52.929539,-1.1664299999999999,Gamma
1481,52.92944,-1.1664299999999999,Delta
1482,52.92934,-1.1664299999999999,Alpha
1483,52.92934,-1.1664299999999999,Delta
1484,52.92934,-1.1664299999999999,Alpha
1485,52.92934,-1.1664299999999999,Delta
1486,52.92934,-1.1664299999999999,Beta
1487,52.92934,-1.1664299999999999,Beta
1488,52.92934,-1.1664299999999999,Delta
1489,52.92934,-1.1664299999999999,Delta
1490,52.92934,-1.1664299999999999,Gamma
1491,52.92934,-1.1664299999999999,Gamma
1492,52.95294200000001,-1.15425,Beta
1493,53.001948999999996,-1.1310870000000002,Delta
1494,53.00193,-1.131006,Beta
1495,53.00193,-1.131006,Delta
1496,53.001911,-1.1309200000000001,Alpha
1497,53.001911,-1.1309200000000001,Beta
1498,53.001892000000005,-1.13084,Beta
1499,53.006001,-1.1285,Alpha
1500,53.004642000000004,-1.128668,Gamma
1501,53.004642000000004,-1.128668,Gamma
1502,53.004627,-1.128609,Alpha
1503,53.004627,-1.128609,Delta
1504,52.92915,-1.163977,Alpha
1505,53.948254000000006,-1.120126,Delta
1506,53.948254000000006,-1.120126,Alpha
1507,52.929168999999995,-1.16395,Gamma
1508,52.92919200000001,-1.163926,Gamma
1509,52.929210999999995,-1.163901,Beta
1510,52.929230000000004,-1.163865,Alpha
1511,52.929253,-1.16384,Gamma
1512,52.929279,-1.163809,Alpha
1513,52.929297999999996,-1.163791,Gamma
1514,52.929314,-1.1637709999999999,Delta
1515,52.983253000000005,-1.1375709999999999,Delta
1516,52.957829000000004,-1.14914,Gamma
1517,52.904301000000004,-1.1765,Delta
1518,52.90456,-1.1757,Alpha
1519,52.95893100000001,-1.147624,Beta
1520,52.95893100000001,-1.147624,Delta
1521,52.958904000000004,-1.1476,Beta
1522,52.958904000000004,-1.1476,Gamma
1523,52.958866,-1.147584,Delta
1524,52.958831999999994,-1.147566,Delta
1525,52.958831999999994,-1.147566,Delta
1526,52.95628000000001,-1.14654,Beta
1527,52.95628000000001,-1.1465100000000001,Gamma
1528,52.95628000000001,-1.1464590000000001,Gamma
1529,52.956276,-1.146432,Gamma
1530,52.956276,-1.146406,Alpha
1531,52.95628000000001,-1.146374,Alpha
1532,52.956276,-1.1463450000000002,Delta
1533,52.273720000000004,-2.130933,Gamma
1534,52.956276,-1.146312,Delta
1535,52.95628000000001,-1.146248,Beta
1536,52.956291,-1.146225,Delta
1537,52.956291,-1.146193,Gamma
1538,52.956286999999996,-1.1461620000000001,Gamma
1539,52.945671,-1.14933,Delta
1540,52.949249,-1.14753,Alpha
1541,52.949379,-1.147259,Delta
1542,52.949379,-1.147259,Beta
1543,52.949352000000005,-1.1472,Alpha
1544,52.949352000000005,-1.1472,Alpha
1545,52.949303,-1.147211,Gamma
1546,52.949303,-1.147211,Delta
1547,52.94928,-1.1472,Gamma
1548,52.94928,-1.1472,Gamma
1549,52.94928,-1.1472,Delta
1550,52.94928,-1.1472,Alpha
1551,52.949352000000005,-1.147163,Gamma
1552,52.949352000000005,-1.147163,Delta
1553,52.949234,-1.14719,Beta
1554,52.949234,-1.14719,Beta
1555,52.94936,-1.147125,Beta
1556,52.94936,-1.147125,Beta
1557,52.94939,-1.147093,Gamma
1558,52.94935600000001,-1.1471040000000001,Gamma
1559,52.94935600000001,-1.1471040000000001,Beta
1560,52.949192000000004,-1.1471790000000002,Beta
1561,52.949192000000004,-1.1471790000000002,Alpha
1562,52.949078,-1.147184,Delta
1563,52.949078,-1.147184,Gamma
1564,52.94913100000001,-1.147147,Beta
1565,52.94913100000001,-1.147147,Delta
1566,52.949387,-1.146986,Gamma
1567,52.949096999999995,-1.1470879999999999,Delta
1568,52.949096999999995,-1.1470879999999999,Beta
1569,52.949344999999994,-1.146954,Beta
1570,52.949096999999995,-1.147029,Gamma
1571,52.949096999999995,-1.147029,Gamma
1572,52.9491,-1.146943,Alpha
1573,52.9491,-1.146943,Gamma
1574,52.949344999999994,-1.146793,Beta
1575,52.949344999999994,-1.146793,Delta
1576,52.949344999999994,-1.146793,Beta
1577,52.957928,-1.142617,Delta
1578,52.949188,-1.146836,Delta
1579,52.949107999999995,-1.146868,Alpha
1580,52.94911999999999,-1.146798,Delta
1581,52.94911999999999,-1.146798,Alpha
1582,52.949341000000004,-1.1466690000000002,Delta
1583,52.949341000000004,-1.1466690000000002,Gamma
1584,52.949375,-1.146599,Gamma
1585,52.949375,-1.146599,Gamma
1586,52.949413,-1.146573,Gamma
1587,52.949413,-1.146573,Beta
1588,52.949139,-1.1466319999999999,Gamma
1589,52.949139,-1.1466319999999999,Delta
1590,52.949172999999995,-1.1466100000000001,Gamma
1591,52.949172999999995,-1.1466100000000001,Alpha
1592,52.949379,-1.146417,Delta
1593,52.949379,-1.146417,Beta
1594,52.949135,-1.1465239999999999,Alpha
1595,52.949135,-1.1465239999999999,Alpha
1596,52.949321999999995,-1.146406,Delta
1597,52.949321999999995,-1.146406,Beta
1598,52.949142,-1.146476,Alpha
1599,52.949142,-1.146476,Delta
1600,52.949142,-1.146476,Alpha
1601,52.949142,-1.146476,Gamma
1602,52.949291,-1.146385,Beta
1603,52.949291,-1.146385,Alpha
1604,52.952301,-1.1449,Beta
1605,52.949276,-1.146374,Alpha
1606,52.949276,-1.146374,Gamma
1607,52.949142,-1.146417,Alpha
1608,52.949142,-1.146417,Alpha
1609,52.949249,-1.14636,Delta
1610,52.949249,-1.14636,Delta
1611,52.949226,-1.146369,Delta
1612,52.949172999999995,-1.14638,Delta
1613,52.94915400000001,-1.14638,Alpha
1614,52.94915400000001,-1.14638,Gamma
1615,52.949123,-1.146331,Delta
1616,52.949135,-1.146321,Beta
1617,52.942347999999996,-1.149584,Beta
1618,52.942299,-1.1496,Gamma
1619,52.942322,-1.149517,Gamma
1620,52.268902000000004,-2.147983,Alpha
1621,52.9491,-1.1441,Alpha
1622,52.954655,-1.1402370000000002,Gamma
1623,52.954617000000006,-1.14019,Alpha
1624,52.95460500000001,-1.140187,Delta
1625,52.954643000000004,-1.140105,Gamma
1626,52.301173999999996,-1.935729,Alpha
1627,52.94662099999999,-1.14378,Beta
1628,52.926159,-1.153584,Alpha
1629,52.926159,-1.153571,Alpha
1630,52.926163,-1.153564,Beta
1631,52.930946,-1.1506530000000001,Gamma
1632,52.930923,-1.1506049999999999,Beta
1633,52.930907999999995,-1.150569,Alpha
1634,53.985489,-1.1236,Alpha
1635,52.955195999999994,-1.1368129999999999,Delta
1636,52.9552,-1.1367120000000002,Delta
1637,52.95519300000001,-1.136631,Alpha
1638,52.95519300000001,-1.136631,Delta
1639,52.951889,-1.13804,Beta
1640,52.9552,-1.136439,Delta
1641,52.953049,-1.1367200000000002,Alpha
1642,52.762519999999995,-1.249018,Delta
1643,52.984984999999995,-1.11975,Beta
1644,52.936199,-1.1420000000000001,Beta
1645,52.936119,-1.141985,Delta
1646,52.923598999999996,-1.1457,Gamma
1647,52.938549,-1.13809,Gamma
1648,52.938549,-1.13809,Beta
1649,52.923592000000006,-1.145617,Alpha
1650,52.923598999999996,-1.145545,Gamma
1651,52.923598999999996,-1.1454739999999999,Alpha
1652,52.526947,-1.46658,Alpha
1653,52.526947,-1.46658,Gamma
1654,52.936279000000006,-1.135,Alpha
1655,52.936279000000006,-1.135,Gamma
1656,52.29248,-1.9175810000000002,Alpha
1657,52.923584,-1.139875,Gamma
1658,52.923576000000004,-1.139802,Beta
1659,53.95316700000001,-1.093875,Beta
1660,52.946529000000005,-1.12303,Alpha
1661,53.955311,-1.09149,Gamma
1662,53.921558,-1.078186,Beta
1663,52.945774,-1.122307,Beta
1664,53.923561,-1.078286,Delta
1665,53.955311,-1.09049,Beta
1666,53.955311,-1.09049,Gamma
1667,53.955208,-1.0902,Gamma
1668,53.92556,-1.07818,Beta
1669,53.955009,-1.0896379999999999,Beta
1670,53.954964000000004,-1.089534,Alpha
1671,53.954933,-1.089443,Alpha
1672,53.95506999999999,-1.08938,Delta
1673,53.955051,-1.089328,Gamma
1674,53.955025,-1.0892700000000002,Alpha
1675,53.955009,-1.0892190000000002,Gamma
1676,53.954979,-1.0891620000000002,Delta
1677,53.954956,-1.0891110000000002,Beta
1678,53.95492900000001,-1.089051,Beta
1679,53.95492900000001,-1.089051,Alpha
1680,52.966243999999996,-1.1109719999999998,Gamma
1681,52.966274,-1.110899,Alpha
1682,52.966278,-1.110865,Alpha
1683,52.966278,-1.110865,Gamma
1684,54.531101,-1.565212,Alpha
1685,54.5312,-1.565312,Beta
1686,52.966305000000006,-1.1107690000000001,Gamma
1687,54.5312,-1.565212,Beta
1688,53.96216999999999,-1.0914270000000001,Beta
1689,54.531502,-1.565212,Beta
1690,52.965385,-1.1107870000000002,Delta
1691,52.965408,-1.110552,Gamma
1692,53.962379000000006,-1.0911680000000001,Alpha
1693,52.965424,-1.11047,Delta
1694,52.965431,-1.1103969999999999,Gamma
1695,53.963154,-1.091068,Beta
1696,53.963154,-1.091068,Gamma
1697,53.963119999999996,-1.091027,Beta
1698,53.963051,-1.090933,Delta
1699,53.963017,-1.090885,Beta
1700,53.963017,-1.090885,Beta
1701,53.962982,-1.090834,Alpha
1702,53.962948,-1.0907930000000001,Beta
1703,53.962914000000005,-1.090755,Gamma
1704,53.962914000000005,-1.090755,Beta
1705,53.962875,-1.0907149999999999,Beta
1706,53.962875,-1.0907149999999999,Gamma
1707,54.526718,-1.551709,Delta
1708,54.526821,-1.551709,Delta
1709,52.94935600000001,-1.1139430000000001,Alpha
1710,52.949329000000006,-1.113902,Beta
1711,52.9492,-1.1139,Gamma
1712,53.984154000000004,-1.095365,Alpha
1713,53.984154000000004,-1.095365,Gamma
1714,53.973938000000004,-1.090775,Gamma
1715,53.973949,-1.090767,Alpha
1716,53.963699,-1.08633,Delta
1717,52.496964,-1.476531,Delta
1718,52.496906,-1.476576,Beta
1719,52.496925,-1.476502,Beta
1720,53.963699,-1.08533,Beta
1721,53.963764000000005,-1.085297,Beta
1722,53.963764000000005,-1.085297,Delta
1723,53.963799,-1.085251,Gamma
1724,53.963799,-1.085251,Delta
1725,53.963837,-1.085207,Beta
1726,53.966060999999996,-1.0839299999999998,Delta
1727,53.956058999999996,-1.07942,Delta
1728,54.527156999999995,-1.542441,Delta
1729,54.52915600000001,-1.542441,Beta
1730,54.528895999999996,-1.5415780000000001,Delta
1731,54.528996,-1.5415780000000001,Beta
1732,52.769199,-1.20566,Alpha
1733,52.976192000000005,-1.087352,Delta
1734,52.976192000000005,-1.087352,Alpha
1735,52.976177,-1.087278,Delta
1736,52.976158,-1.087214,Beta
1737,52.976151,-1.08714,Beta
1738,53.957156999999995,-1.070466,Gamma
1739,52.924755000000005,-1.1108120000000001,Gamma
1740,53.96315,-1.071793,Alpha
1741,52.479092,-1.472041,Gamma
1742,52.967236,-1.084516,Beta
1743,52.967236,-1.084516,Beta
1744,52.967079000000005,-1.084583,Alpha
1745,52.967079000000005,-1.084583,Gamma
1746,52.967133,-1.084541,Delta
1747,52.967152,-1.084474,Beta
1748,52.967152,-1.084474,Gamma
1749,52.475712,-1.4736639999999999,Gamma
1750,52.475651,-1.473741,Beta
1751,52.475677000000005,-1.4737049999999998,Beta
1752,52.475777,-1.47357,Beta
1753,53.965252,-1.0662049999999998,Alpha
1754,52.92389300000001,-1.099693,Delta
1755,52.923922999999995,-1.099648,Alpha
1756,52.923958,-1.0996059999999999,Beta
1757,52.923988,-1.099558,Delta
1758,54.545391,-2.9496119999999997,Alpha
1759,52.457539000000004,-1.487292,Delta
1760,53.579918000000006,-0.969151,Alpha
1761,52.963749,-1.07683,Alpha
1762,52.963756999999994,-1.0767870000000002,Alpha
1763,52.963749,-1.07676,Alpha
1764,52.293552000000005,-1.77938,Alpha
1765,52.293507,-1.779404,Alpha
1766,52.293507,-1.779404,Delta
1767,52.293442,-1.779434,Alpha
1768,52.293381,-1.779467,Delta
1769,52.293381,-1.779467,Gamma
1770,53.949771999999996,-1.045412,Beta
1771,53.964752000000004,-1.048833,Alpha
1772,53.964752000000004,-1.048833,Beta
1773,54.651031,-1.6965240000000001,Delta
1774,52.197201,-2.2451,Gamma
1775,53.982666,-1.052147,Alpha
1776,53.981421999999995,-1.051207,Delta
1777,53.981415000000005,-1.051173,Delta
1778,53.981426,-1.0511709999999999,Beta
1779,53.982018000000004,-1.051417,Alpha
1780,53.981998,-1.0514,Beta
1781,53.98198299999999,-1.051383,Delta
1782,53.981972,-1.051372,Beta
1783,53.981421999999995,-1.051143,Alpha
1784,53.981438,-1.051135,Alpha
1785,53.981426,-1.051108,Gamma
1786,53.981444999999994,-1.051097,Alpha
1787,53.982032999999994,-1.051333,Beta
1788,53.982018000000004,-1.051317,Beta
1789,53.981438,-1.0510700000000002,Delta
1790,53.982006000000005,-1.051305,Beta
1791,53.981995,-1.051294,Gamma
1792,53.981449,-1.051064,Delta
1793,53.981441000000004,-1.0510329999999999,Gamma
1794,53.98145699999999,-1.05103,Beta
1795,53.981449,-1.051001,Alpha
1796,53.98146800000001,-1.0509950000000001,Beta
1797,53.98145699999999,-1.050966,Delta
1798,53.981476,-1.0509620000000002,Delta
1799,53.98146800000001,-1.050934,Alpha
1800,53.981483,-1.050925,Gamma
1801,53.98561899999999,-1.052632,Gamma
1802,53.98561899999999,-1.052632,Gamma
1803,53.981472,-1.0508979999999999,Beta
1804,53.981491000000005,-1.0508899999999999,Alpha
1805,53.981483,-1.050861,Gamma
1806,53.981506,-1.050861,Gamma
1807,53.981487,-1.050832,Gamma
1808,53.981514000000004,-1.050825,Alpha
1809,53.981503000000004,-1.0508,Delta
1810,53.981522,-1.0507870000000001,Beta
1811,53.98151,-1.050765,Alpha
1812,53.981529,-1.050756,Delta
1813,53.981522,-1.050735,Beta
1814,53.981541,-1.050727,Delta
1815,53.981533,-1.050702,Beta
1816,53.985142,-1.051848,Alpha
1817,53.985142,-1.051848,Gamma
1818,54.387505000000004,-1.318206,Delta
1819,52.193401,-2.21758,Beta
1820,52.193199,-2.2322,Alpha
1821,52.193199,-2.2322,Beta
1822,52.192879,-2.2255380000000002,Gamma
1823,52.192879,-2.2255380000000002,Delta
1824,52.192459,-2.215999,Gamma
1825,52.192459,-2.215999,Alpha
1826,52.192023999999996,-2.216446,Beta
1827,53.98679,-1.047236,Delta
1828,53.987804000000004,-1.045359,Delta
1829,53.98788100000001,-1.045356,Beta
1830,53.98788100000001,-1.045356,Delta
1831,52.186131,-2.180974,Delta
1832,52.186031,-2.180874,Alpha
1833,52.185798999999996,-2.18506,Gamma
1834,54.657799,-1.6730880000000001,Beta
1835,54.657799,-1.673,Gamma
1836,52.871798999999996,-1.0921,Delta
1837,52.406734,-1.510065,Delta
1838,52.182404,-2.194913,Alpha
1839,52.182404,-2.194913,Gamma
1840,52.182342999999996,-2.195807,Delta
1841,52.182342999999996,-2.195807,Gamma
1842,52.409534,-1.5037989999999999,Delta
1843,52.231598,-1.8805209999999999,Delta
1844,52.392418,-1.5284719999999998,Gamma
1845,52.392418,-1.5284719999999998,Alpha
1846,52.392418,-1.5284719999999998,Gamma
1847,53.322102,-0.9447,Beta
1848,54.666000000000004,-1.6775,Delta
1849,53.9505,-1.01926,Beta
1850,53.9505,-1.01926,Beta
1851,52.403,-1.5059200000000001,Gamma
1852,52.873962,-1.0839590000000001,Alpha
1853,52.873978,-1.083888,Alpha
1854,52.873989,-1.083827,Alpha
1855,53.95483,-1.01881,Gamma
1856,52.874007999999996,-1.083756,Beta
1857,53.987202,-1.03,Delta
1858,52.94622,-1.0386950000000001,Beta
1859,52.946243,-1.038646,Beta
1860,52.344318,-1.58079,Delta
1861,52.94688000000001,-1.037914,Gamma
1862,52.9468,-1.037856,Alpha
1863,52.9468,-1.037856,Alpha
1864,52.946701000000004,-1.037796,Alpha
1865,52.946651,-1.037757,Alpha
1866,52.946651,-1.037757,Gamma
1867,52.421551,-3.023647,Gamma
1868,52.344234,-1.579285,Delta
1869,52.34425,-1.579216,Gamma
1870,52.34425,-1.579216,Alpha
1871,52.344215000000005,-1.579267,Alpha
1872,52.344215000000005,-1.579267,Beta
1873,52.344234,-1.5792030000000001,Delta
1874,52.1903,-2.5091,Gamma
1875,52.190292,-2.5090790000000003,Delta
1876,52.216076,-1.87137,Delta
1877,52.216049,-1.8713090000000001,Gamma
1878,52.216015000000006,-1.871248,Alpha
1879,52.215996000000004,-1.8711799999999998,Alpha
1880,52.337051,-1.585941,Delta
1881,52.337016999999996,-1.585926,Delta
1882,52.337002000000005,-1.585921,Delta
1883,52.336994,-1.585918,Alpha
1884,52.378864,-1.515554,Delta
1885,52.43082,-1.43492,Alpha
1886,52.4231,-1.43646,Alpha
1887,52.420929,-1.43903,Delta
1888,52.910686,-1.038361,Beta
1889,52.910709,-1.038306,Alpha
1890,53.257568000000006,-0.926032,Gamma
1891,52.147766,-2.242945,Alpha
1892,52.656799,-1.18761,Beta
1893,54.493851,-1.3528440000000002,Delta
1894,54.493851,-1.352744,Beta
1895,52.430843,-1.404562,Gamma
1896,52.430801,-1.40458,Alpha
1897,52.430744,-1.404607,Beta
1898,52.312698,-1.5796,Alpha
1899,52.312626,-1.579605,Alpha
1900,52.324196,-1.558992,Beta
1901,52.401996999999994,-1.441207,Delta
1902,52.402023,-1.441151,Delta
1903,52.323723,-1.559589,Gamma
1904,52.323723,-1.559589,Gamma
1905,52.628201000000004,-1.20236,Alpha
1906,52.628101,-1.20224,Alpha
1907,53.079479000000006,-0.95511,Beta
1908,53.07928100000001,-0.95501,Alpha
1909,53.07925,-0.9549200000000001,Gamma
1910,53.07921999999999,-0.9548200000000001,Delta
1911,52.226631,-2.736863,Beta
1912,54.469799,-1.3134,Beta
1913,52.12862,-2.300399,Beta
1914,52.128613,-2.300646,Delta
1915,52.128613,-2.300646,Delta
1916,52.7313,-1.1106,Alpha
1917,53.077911,-0.941254,Alpha
1918,54.528220999999995,-1.35923,Delta
1919,54.528220999999995,-1.35923,Alpha
1920,52.283466,-1.592333,Gamma
1921,52.283446999999995,-1.59235,Alpha
1922,52.283405,-1.59237,Alpha
1923,52.283405,-1.59237,Beta
1924,52.283363,-1.592387,Gamma
1925,52.283363,-1.592387,Delta
1926,52.28241,-1.590686,Alpha
1927,52.282352,-1.590708,Beta
1928,52.282291,-1.590737,Delta
1929,52.282234,-1.590771,Beta
1930,52.282181,-1.590802,Gamma
1931,52.282115999999995,-1.590825,Delta
1932,52.282115999999995,-1.590825,Beta
1933,52.278778,-1.596351,Gamma
1934,52.276337,-1.599899,Beta
1935,52.276337,-1.599899,Beta
1936,52.27647,-1.5996110000000001,Gamma
1937,52.276416999999995,-1.5997,Beta
1938,52.276249,-1.599964,Alpha
1939,52.215538,-1.7275209999999999,Beta
1940,52.688118,-1.12389,Beta
1941,52.688114,-1.123816,Alpha
1942,52.688114,-1.12375,Gamma
1943,52.688114,-1.12375,Gamma
1944,52.208434999999994,-1.7290729999999999,Alpha
1945,52.208302,-1.72924,Delta
1946,52.262299,-1.6104,Delta
1947,52.262199,-1.6104,Alpha
1948,52.207325,-1.730418,Beta
1949,52.110161,-2.324024,Delta
1950,52.110161,-2.3240939999999997,Alpha
1951,52.110161,-2.324172,Beta
1952,52.148701,-1.9028,Beta
1953,52.148678000000004,-1.902714,Alpha
1954,52.114662,-2.0783150000000004,Alpha
1955,52.114662,-2.0783150000000004,Delta
1956,52.291607,-1.5471190000000001,Beta
1957,52.291588,-1.5470629999999999,Delta
1958,52.5914,-1.18812,Alpha
1959,52.591393000000004,-1.18793,Alpha
1960,54.535114,-1.339644,Beta
1961,54.535015,-1.339474,Delta
1962,52.296131,-1.535298,Alpha
1963,52.296139000000004,-1.53528,Beta
1964,52.296154,-1.535182,Delta
1965,52.296154,-1.535088,Alpha
1966,52.65192,-1.1375030000000002,Delta
1967,52.65192,-1.1375030000000002,Alpha
1968,52.651821,-1.1374030000000002,Delta
1969,52.58271800000001,-1.19239,Delta
1970,52.293209000000004,-1.534586,Gamma
1971,52.293228000000006,-1.53445,Gamma
1972,52.293236,-1.534309,Alpha
1973,52.293243,-1.534158,Gamma
1974,52.275135,-1.564241,Delta
1975,52.275166,-1.564079,Gamma
1976,52.289009,-1.53795,Gamma
1977,52.289009,-1.53795,Delta
1978,52.289009,-1.53795,Alpha
1979,52.289009,-1.53795,Gamma
1980,52.289009,-1.53795,Delta
1981,52.289009,-1.53795,Beta
1982,52.289009,-1.53795,Delta
1983,52.954983,-0.955824,Beta
1984,52.954983,-0.955767,Gamma
1985,52.954983,-0.955715,Beta
1986,52.954979,-0.9556629999999999,Beta
1987,52.91283000000001,-3.5129370000000004,Beta
1988,52.91283000000001,-3.5129370000000004,Alpha
1989,52.91259399999999,-3.5130980000000003,Alpha
1990,54.706478000000004,-1.567877,Beta
1991,52.195133,-1.7115529999999999,Beta
1992,52.195133,-1.7115529999999999,Delta
1993,52.194714000000005,-1.71192,Delta
1994,52.194714000000005,-1.71192,Alpha
1995,52.194462,-1.7121439999999999,Gamma
1996,52.194462,-1.7121439999999999,Gamma
1997,52.194412,-1.712141,Gamma
1998,52.194412,-1.712141,Beta
1999,52.951542,-0.9523290000000001,Gamma
2000,52.631298,-1.13555,Alpha
2001,52.631199,-1.13455,Alpha
2002,52.190146999999996,-1.7121259999999998,Beta
2003,52.190121000000005,-1.712064,Gamma
2004,52.190098,-1.711976,Delta
2005,52.190071,-1.7118939999999998,Delta
2006,52.193515999999995,-1.702059,Delta
2007,52.193515999999995,-1.702059,Delta
2008,52.193562,-1.7006569999999999,Alpha
2009,52.19352,-1.700718,Alpha
2010,52.19352,-1.700718,Gamma
2011,52.189968,-1.708808,Beta
2012,53.745602000000005,-0.8647,Delta
2013,52.189384000000004,-1.7088869999999998,Beta
2014,52.189453,-1.708632,Delta
2015,52.116015999999995,-1.939138,Gamma
2016,52.115955,-1.9391150000000001,Alpha
2017,52.632,-1.12848,Gamma
2018,52.632,-1.12848,Delta
2019,52.268921,-1.54036,Gamma
2020,53.735583999999996,-0.8559709999999999,Alpha
2021,53.735583999999996,-0.8559709999999999,Alpha
2022,53.735583999999996,-0.8559709999999999,Gamma
2023,53.735583999999996,-0.8559709999999999,Gamma
2024,54.74753199999999,-1.61025,Gamma
2025,54.747631000000005,-1.61025,Beta
2026,54.582485,-1.352914,Alpha
2027,54.582584,-1.352914,Beta
2028,54.58268399999999,-1.352914,Delta
2029,54.582786999999996,-1.352914,Alpha
2030,54.753361,-1.617977,Beta
2031,52.622218999999994,-1.12343,Alpha
2032,54.753841,-1.61699,Delta
2033,54.533211,-1.2895889999999999,Alpha
2034,54.53331,-1.2895889999999999,Delta
2035,54.533409,-1.2895889999999999,Beta
2036,54.533508,-1.2895889999999999,Delta
2037,54.550518000000004,-1.306546,Delta
2038,54.550658999999996,-1.306446,Delta
2039,54.538063,-1.2890059999999999,Gamma
2040,54.538162,-1.2890059999999999,Gamma
2041,54.538265,-1.2890059999999999,Alpha
2042,54.61232,-1.377729,Delta
2043,54.538364,-1.2890059999999999,Alpha
2044,54.542404000000005,-1.2909709999999999,Delta
2045,54.542503,-1.2909709999999999,Delta
2046,54.542603,-1.2909709999999999,Beta
2047,54.542702,-1.2909709999999999,Delta
2048,52.092525,-1.950968,Gamma
2049,52.0924,-1.9497,Alpha
2050,54.565472,-1.31174,Delta
2051,54.851978,-1.83421,Alpha
2052,54.852047,-1.834242,Gamma
2053,54.566662,-1.310634,Alpha
2054,54.566761,-1.310534,Gamma
2055,54.56686,-1.310534,Alpha
2056,54.566963,-1.310534,Alpha
2057,52.088058000000004,-1.9538229999999999,Gamma
2058,54.570789000000005,-1.31355,Beta
2059,54.570839,-1.31355,Alpha
2060,54.570789000000005,-1.31345,Beta
2061,54.570839,-1.31345,Gamma
2062,54.562164,-1.2997100000000001,Delta
2063,54.562263,-1.299734,Beta
2064,54.853889,-1.81853,Alpha
2065,54.855033999999996,-1.81845,Beta
2066,54.563114,-1.2965959999999999,Beta
2067,54.563217,-1.2965959999999999,Delta
2068,54.5755,-1.308556,Delta
2069,54.5756,-1.308556,Delta
2070,54.575703000000004,-1.308556,Delta
2071,54.575802,-1.308556,Alpha
2072,54.760738,-1.5817700000000001,Beta
2073,54.760841000000006,-1.5816700000000001,Beta
2074,54.17224100000001,-0.9788709999999999,Alpha
2075,54.76742900000001,-1.58197,Gamma
2076,54.764767000000006,-1.571432,Gamma
2077,54.764869999999995,-1.571432,Delta
2078,54.766498999999996,-1.56974,Beta
2079,54.850590000000004,-1.74318,Delta
2080,54.850590000000004,-1.74318,Gamma
2081,54.792049,-1.600503,Delta
2082,54.785258999999996,-1.585149,Delta
2083,54.780312,-1.57544,Delta
2084,54.780312,-1.57544,Beta
2085,54.785270999999995,-1.58515,Alpha
